"id","date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
7361,"02/09/15 20:31",20.5,34.59,0,869,0.005164315,0
15938,"02/17/15 0:42",20.2,30.365,0,713.75,0.00444517,0
15160,"02/16/15 11:44",21.525,28.29,446.5,968.75,0.00449356,1
1122,"02/05/15 12:32",22.7,26.9175,513.5,1117.5,0.00459369,1
10347,"02/13/15 3:30",20.89,24,0,575,0.003661569,0
16546,"02/17/15 10:50",21.39,31.42666667,429,993,0.004954319,1
17020,"02/17/15 18:43",21.7,34.2,0,1477,0.005499589,0
2754,"02/06/15 15:43",22.1,21.365,479,878.25,0.003509392,1
9823,"02/12/15 18:47",21.7,28.1,0,581,0.004511553,0
3995,"02/07/15 12:24",23,17.4175,308.75,449.5,0.003019367,0
4892,"02/08/15 3:22",19.29,31.15,0,438,0.00430873,0
3109,"02/06/15 21:39",20.16666667,18.92666667,0,444.5,0.002757542,0
11249,"02/13/15 18:33",21.29,32.5,0,546.5,0.005093341,0
2821,"02/06/15 16:51",21.7675,21.6975,444,962,0.003492321,1
2368,"02/04/15 3:27",20.7,24.675,0,481.5,0.003721126,0
12154,"02/14/15 9:38",20.15,36.2,6,501,0.005290122,0
3169,"02/06/15 22:38",20,18.89,0,437,0.002723803,0
16101,"02/17/15 3:24",20.1,30.5,0,719,0.004437337,0
10422,"02/13/15 4:46",20.89,24,0,575.5,0.003661569,0
2174,"02/04/15 0:13",20.865,24.9725,0,553.75,0.003804955,0
1151,"02/05/15 13:01",22.89,26.175,579.25,997.5,0.004518185,0
2193,"02/04/15 0:32",20.84,24.92,0,542,0.003791034,0
5675,"02/08/15 16:25",19.63333333,26.82333333,31,413,0.00378719,0
3578,"02/07/15 5:28",19.7,19.34,0,443,0.002737346,0
4433,"02/07/15 19:43",20.1,24.6,0,445,0.003574034,0
4027,"02/07/15 12:56",23.1,17,279.75,446,0.002964618,0
4635,"02/07/15 23:05",19.65,28.79,0,438,0.004070919,0
13854,"02/15/15 13:58",22.15,30.125,74,654.25,0.00497503,0
3252,"02/07/15 0:02",20,18.79,0,434.5,0.002709321,0
10452,"02/13/15 5:16",20.84,25.2,0,572,0.003833893,0
9803,"02/12/15 18:27",21.79,28.05,0,594.5,0.004528488,0
12350,"02/14/15 12:53",20.39,35.09,89.5,496.75,0.005203839,0
17677,"02/18/15 5:41",20.79,26.29,0,1521,0.003988417,0
2015,"02/06/15 3:24",20.6,19,0,437.5,0.002843706,0
1406,"02/05/15 17:16",22.29,25.2,433,990.75,0.004192075,1
1824,"02/03/15 18:23",22.35666667,30.1,0,1160.666667,0.005034315,0
7231,"02/09/15 18:21",21.73,37.12666667,0,1629,0.00598581,0
2609,"02/06/15 13:19",21.29,19.625,483.75,662.5,0.00306565,1
4669,"02/07/15 23:38",19.7,29.16666667,0,439.6666667,0.004137445,0
7796,"02/10/15 3:46",20.2,32.9,0,446.3333333,0.004819147,0
14081,"02/15/15 17:44",20.5,32.5,14,668,0.004849843,0
8081,"02/10/15 8:31",20.29,33.2,0,454.5,0.004890785,0
2629,"02/04/15 7:47",20.6,24.08333333,413,507.3333333,0.003608936,0
2,"02/04/15 17:51",23.15,27.2675,429.5,714,0.004783441,1
8863,"02/12/15 2:47",20.6,25.6,0,555,0.003837614,0
13439,"02/15/15 7:02",20,31.945,0,583.5,0.004620224,0
8933,"02/12/15 3:56",20.65,24.145,0,602,0.003629465,0
945,"02/03/15 3:43",20.5,22.39,0,432.6666667,0.003333084,0
8897,"02/12/15 3:21",20.7,24.55,0,579,0.003702163,0
3270,"02/07/15 0:20",20,18.7,0,451,0.002696288,0
12279,"02/14/15 11:43",20.525,35.3175,65.5,505.75,0.005282062,0
11207,"02/13/15 17:51",21.29,32.5675,419,571,0.005104007,1
1225,"02/05/15 14:15",22.2,26.05,444,782,0.00431061,1
1945,"02/06/15 2:15",20.5,19.55,0,434,0.002908331,0
15186,"02/16/15 12:10",21.29,28.025,469,918.25,0.004387081,1
5884,"02/08/15 19:53",19.39,27.6,0,437.6666667,0.003838647,0
16847,"02/17/15 15:51",22.2,34.345,479,1402,0.00569579,1
6749,"02/09/15 10:19",20.79,31.945,438,1147,0.004853022,1
9529,"02/12/15 13:53",24,24.1,180,672.5,0.004447609,0
2132,"02/06/15 5:22",20.39,18.7,0,430,0.002762411,0
3958,"02/07/15 11:48",22.79,17.6,343,450.5,0.003012401,0
10411,"02/13/15 4:34",20.89,24.495,0,578.5,0.003737543,0
2362,"02/04/15 3:21",20.7,24.754,0,483,0.003733111,0
7066,"02/09/15 15:36",21.96333333,37.56,434,1798.333333,0.006144132,1
6100,"02/08/15 23:30",19.5,27.39,0,451,0.003835579,0
13879,"02/15/15 14:23",22,30.4725,94,668,0.004986703,0
1699,"02/03/15 16:18",22.79,30.89,444,1359,0.005306513,1
10042,"02/12/15 22:25",21,26.695,0,562,0.00410327,0
9301,"02/12/15 10:05",23,23.2925,670.5,889,0.004044435,1
582,"02/02/15 21:40",20.89,22.79,0,475.75,0.003475933,0
4249,"02/07/15 16:38",20.79,20,10.5,438.75,0.003029523,0
14576,"02/16/15 1:59",20.39,27.6,0,863,0.004085777,0
16433,"02/17/15 8:57",20.79,30.89,405,835,0.00469154,1
156,"02/04/15 20:25",21.7,26.79,0,521,0.004299774,0
10514,"02/13/15 6:17",20.7,25.39,0,544,0.003829616,0
11490,"02/13/15 22:34",20.1,31.6,0,511,0.004598555,0
2218,"02/06/15 6:48",20.29,18.6,0,435.5,0.002730576,0
1395,"02/03/15 11:13",22.05,28.34,532.25,1192.25,0.004649389,1
5959,"02/08/15 21:08",19.39,27.39,0,450.5,0.003809261,0
1813,"02/03/15 18:11",22.6,30.1,419,1204.75,0.005109933,1
2654,"02/06/15 14:04",21.79,19,563.5,627,0.003060237,1
2693,"02/06/15 14:43",22.2,20.55,538,812,0.003395532,1
2326,"02/04/15 2:44",20.7,25,0,494.75,0.003770435,0
5003,"02/08/15 5:12",19.2,31.6,0,435,0.004346797,0
4828,"02/08/15 2:18",19.39,30.79,0,439,0.004285374,0
10790,"02/13/15 10:53",23.39,24.75,774,647.4,0.004402532,1
15722,"02/16/15 21:06",20.42666667,30.16666667,0,724.6666667,0.004478666,0
12159,"02/14/15 9:42",20.15,36.2,6,504,0.005290122,0
3945,"02/07/15 11:35",22.6,17.56666667,357.3333333,456,0.002972042,0
9995,"02/12/15 21:39",21.1,27.3,0,562.3333333,0.004222934,0
567,"02/02/15 21:26",20.89,22.89,0,478.5,0.003491271,0
9429,"02/12/15 12:13",24.075,22.675,264.25,746.5,0.004201869,0
5412,"02/08/15 12:02",19.245,30.7675,67.25,426.75,0.004243466,0
7594,"02/10/15 0:23",20.29,33,0,489,0.004861092,0
1114,"02/03/15 6:33",20.39,22.7,0,430,0.003356489,0
5947,"02/08/15 20:57",19.39,27.39,0,444,0.003809261,0
16926,"02/17/15 17:10",22.1,34.425,443.5,1501.75,0.005674184,1
6843,"02/09/15 11:53",21.39,33.3725,474.5,1454,0.00526367,1
13781,"02/15/15 12:45",23.175,28.5,316.5,629.75,0.005009018,0
13205,"02/15/15 3:08",20,33.7,0,554,0.00487604,0
7110,"02/09/15 16:20",22.075,38.745,438,1974.5,0.006383722,1
3631,"02/07/15 6:21",19.7,19.39,0,445,0.002744454,0
5322,"02/08/15 10:32",19.29,30.5,24,428,0.004218211,0
603,"02/02/15 22:01",20.79,22.7,0,469.75,0.003440771,0
6535,"02/09/15 6:45",19.29,26.26,0,465,0.00362839,0
6412,"02/09/15 4:41",19.29,26.89,0,468,0.003715958,0
11059,"02/13/15 15:23",22.89,28.6,500.25,570,0.0049401,1
5642,"02/08/15 15:52",19.89,26.525,23.5,424.75,0.003805309,0
1625,"02/05/15 20:55",21,19.79,0,471,0.003036726,0
10277,"02/13/15 2:21",21,24.995,0,575,0.003840351,0
15042,"02/16/15 9:46",21.315,27.1975,515.5,1004.5,0.004263232,1
14499,"02/16/15 0:42",20.29,28.89,0,778,0.004251527,0
3359,"02/07/15 1:49",19.89,18.89,0,437,0.002705218,0
4955,"02/08/15 4:25",19.32333333,31.35666667,0,435,0.004346593,0
1488,"02/05/15 18:38",21.39,22.79,0,698,0.003584928,0
868,"02/05/15 8:18",21.2,23.79,419,630.6666667,0.003699555,1
8568,"02/11/15 21:52",20.7,28.9,0,496,0.004362748,0
7078,"02/09/15 15:48",22,37.95,444,1832.75,0.006222608,1
17365,"02/18/15 0:29",20.89,28.89,0,1118.5,0.004412907,0
5524,"02/08/15 13:53",20.7,26.79,183,424.75,0.004042152,0
8186,"02/11/15 15:29",21.89,30.7675,432.75,882.5,0.005001412,1
5345,"02/08/15 10:54",19.26,30.56666667,22,423,0.004219547,0
15739,"02/16/15 21:23",20.39,30.2,0,724.6666667,0.004473437,0
14542,"02/16/15 1:25",20.29,28.2,0,828,0.004149307,0
9564,"02/12/15 14:28",23.7,24.29,105.6666667,609.3333333,0.004402203,0
10017,"02/12/15 22:01",21,28.89,0,565,0.004443072,0
16989,"02/17/15 18:13",22.1,34.4,0,1569,0.005670025,0
456,"02/02/15 19:34",21.2,23.79,0,581.6666667,0.003699555,0
3936,"02/07/15 11:25",22.525,17.65,341,451.5,0.002972573,0
7526,"02/09/15 23:16",20.39,33,0,540.5,0.004891455,0
2813,"02/06/15 16:43",21.79,21.6,460,926.5,0.00348135,1
4743,"02/08/15 0:53",19.6,30,0,437,0.004229932,0
12447,"02/14/15 14:31",20.1,35.79,19,516,0.005213411,0
928,"02/05/15 9:17",21.9175,25.39,494,919.25,0.00412845,1
978,"02/05/15 10:08",22.1,26.5,453,1038,0.004358773,1
2983,"02/06/15 19:33",20.5,19.29,0,503,0.002869474,0
5498,"02/08/15 13:27",20.7,27.76,89,423.6666667,0.004189494,0
1078,"02/05/15 11:48",22.2,27.1,444,1137,0.004485611,1
14876,"02/16/15 7:00",20.39,24.79,0,807.5,0.003667345,0
6531,"02/09/15 6:40",19.29,26.34,0,465.5,0.003639508,0
9839,"02/12/15 19:02",21.5,28.13333333,0,575.3333333,0.004461613,0
1965,"02/03/15 20:44",21.16,26.79,0,677.8,0.004158916,0
9354,"02/12/15 10:58",23.89,22.65,292,825.25,0.004150504,0
2411,"02/04/15 4:09",20.7,24.6,0,471.5,0.003709748,0
10867,"02/13/15 12:10",23.96333333,25.2,782.3333333,666.3333333,0.004641817,1
4060,"02/07/15 13:30",23,16.84,186,439.75,0.002918786,0
12908,"02/14/15 22:12",19.89,35.745,0,532.5,0.005138949,0
10442,"02/13/15 5:06",20.85666667,24.65666667,0,571,0.003754605,0
2359,"02/04/15 3:17",20.7,24.79,0,488,0.003738573,0
16719,"02/17/15 13:43",21.7,33.9,454,1167,0.005450924,1
11310,"02/13/15 19:34",20.89,32.09,0,509,0.004905557,0
5181,"02/08/15 8:10",19.23,31.1,0,433.3333333,0.004285606,0
4778,"02/08/15 1:27",19.5,30.15,0,443.5,0.004224703,0
7522,"02/09/15 23:12",20.39,33,0,540,0.004891455,0
9175,"02/12/15 7:59",20.5,22.32333333,0,796.3333333,0.003323107,0
12370,"02/14/15 13:14",20.79,34.545,57,500.5,0.005251344,0
94,"02/04/15 19:24",22.2,27.2,0,580,0.004502283,0
6323,"02/09/15 3:13",19.35666667,26.73,0,472.3333333,0.003709173,0
11338,"02/13/15 20:02",20.7,31.79,0,513,0.004802391,0
980,"02/03/15 4:19",20.39,22.5,0,436.4,0.003326758,0
15266,"02/16/15 13:30",21.6,27.9975,459,869.75,0.004467373,1
5050,"02/08/15 6:00",19.29,31.55,0,436.5,0.004364447,0
8665,"02/11/15 23:29",20.6,27.4,0,490,0.004109228,0
16289,"02/17/15 6:33",20.5,30.39,0,748.5,0.004532682,0
5486,"02/08/15 13:15",20.7,28.16666667,260.3333333,422,0.004251287,0
3188,"02/06/15 22:58",20,18.84,0,438,0.002716562,0
12012,"02/14/15 7:15",19.55,38.45,0,505.5,0.005414768,0
16985,"02/17/15 18:08",22.1,34.29,0,1585.666667,0.00565173,0
2242,"02/04/15 1:21",20.79,24.9725,0,520.5,0.003787324,0
10858,"02/13/15 12:02",23.9175,25.075,808.5,661,0.004605822,1
2151,"02/06/15 5:41",20.29,18.7675,0,432.75,0.002755275,0
8947,"02/12/15 4:11",20.6,24.6,0,572,0.003686818,0
11609,"02/14/15 0:33",19.945,34.2,0,505.5,0.004931992,0
1282,"02/05/15 15:11",22.55,28.2675,520.75,1097.5,0.004781786,1
7561,"02/09/15 23:51",20.39,32.9,0,501,0.004876516,0
4939,"02/08/15 4:08",19.39,31.245,0,436.5,0.004349144,0
9606,"02/12/15 15:10",23,25.39,62.5,564,0.004411221,0
16581,"02/17/15 11:25",21.39,32.65,435.5,1105,0.005148771,1
9870,"02/12/15 19:34",21.39,27.945,0,563,0.004401561,0
17600,"02/18/15 4:24",20.79,26,0,1467.5,0.003944142,0
15082,"02/16/15 10:25",21.445,27.27,439,969.75,0.004309106,1
2259,"02/04/15 1:38",20.79,25,0,517.3333333,0.00379152,0
1217,"02/05/15 14:06",22.2675,25.89,459,795.5,0.004301716,0
10122,"02/12/15 23:45",21,26.295,0,568,0.004041387,0
17457,"02/18/15 2:00",20.7,27.16666667,0,1288.666667,0.004099359,0
5142,"02/08/15 7:32",19,31.39,0,432,0.004263812,0
2469,"02/04/15 5:08",20.66666667,24.46333333,0,467.6666667,0.003681402,0
8324,"02/11/15 17:48",21.84,29.55,419,674,0.004787222,1
9795,"02/12/15 18:19",21.89,28.1,0,599,0.004564614,0
12475,"02/14/15 14:58",20,36,19,513,0.005211615,0
2101,"02/06/15 4:51",20.39,18.7,0,429,0.002762411,0
17467,"02/18/15 2:10",20.7,27,0,1214,0.004074045,0
15018,"02/16/15 9:22",21,27.1,424,995,0.004165939,1
1378,"02/03/15 10:57",21.89,28.5,511.3333333,1189.666667,0.004630075,1
9620,"02/12/15 15:23",22.89,25.6,72,566,0.004418226,0
6231,"02/09/15 1:40",19.39,27.2,0,465.5,0.003782676,0
228,"02/04/15 21:38",21.5,25.79,0,487,0.004087546,0
2041,"02/06/15 3:51",20.39,18.79,0,429.5,0.002775765,0
1593,"02/05/15 20:23",21.2,19.39,0,484.3333333,0.003012003,0
13972,"02/15/15 15:55",21.5,31.5,48,658,0.004999818,0
14217,"02/15/15 20:00",20.5,32.5,0,675.5,0.004849843,0
1198,"02/05/15 13:47",22.29,26.1,459,846.75,0.004342837,0
11438,"02/13/15 21:42",20.29,31.2,0,506.5,0.004593983,0
4099,"02/07/15 14:09",22.6,17.175,142.5,443,0.002905468,0
2691,"02/04/15 8:50",21.2,25.18,454,740.2,0.003917073,1
10943,"02/13/15 13:27",23.84,25.445,225.75,544.5,0.004652402,0
14738,"02/16/15 4:41",20.39,25.89,0,793,0.003831077,0
13055,"02/15/15 0:39",20,35.45,0,537,0.005131336,0
11860,"02/14/15 4:44",19.65,36.79,0,500,0.005211601,0
9013,"02/12/15 5:17",20.55,23.85,0,566,0.003562704,0
7013,"02/09/15 14:43",21.7675,35.5675,464,1464.25,0.005745388,1
6086,"02/08/15 23:16",19.5,27.6,0,452,0.00386517,0
402,"02/02/15 18:40",21.79,24.39,0,691,0.003933868,0
17883,"02/18/15 9:07",20.84,26.84,12,1446.5,0.004085039,0
1581,"02/03/15 14:19",23.35,27.08,538.4,1005.4,0.00480849,1
13480,"02/15/15 7:44",20.05,31.29,0,596.5,0.004538937,0
3159,"02/06/15 22:28",20,18.84,0,442,0.002716562,0
2544,"02/06/15 12:14",21.7225,20.315,541.5,806.25,0.003259607,1
894,"02/03/15 2:53",20.5,22.39,0,437,0.003333084,0
15562,"02/16/15 18:26",21.7,30.32333333,0,923,0.004871313,0
16494,"02/17/15 9:58",21.2,31.39,433,947.3333333,0.004890715,1
1143,"02/05/15 12:53",22.65,26.495,630,1034,0.004507267,1
17003,"02/17/15 18:27",21.89,34.29,0,1529,0.005579148,0
8919,"02/12/15 3:42",20.63333333,24.26666667,0,955.6666667,0.003644094,0
13366,"02/15/15 5:50",20.1,32.4,0,569,0.004715857,0
27,"02/04/15 18:16",22.79,27.5,0,685.6666667,0.004719735,0
13538,"02/15/15 8:42",20.2,30.39,34.33333333,609.25,0.004448856,0
8784,"02/12/15 1:27",20.6,25.66333333,0,532,0.003847166,0
1134,"02/05/15 12:43",22.65,26.55,521,1051,0.004516692,1
1753,"02/05/15 23:03",20.5,21.2675,0,443.75,0.003165133,0
7068,"02/09/15 15:38",22,37.59,444,1813.25,0.006162995,1
4623,"02/07/15 22:53",19.7,28.6,0,440,0.004056536,0
16113,"02/17/15 3:36",20.05,30.6,0,722,0.004438132,0
11287,"02/13/15 19:11",21.1,32.29,0,518.6666667,0.005001025,0
9533,"02/12/15 13:57",24,24.15,164.25,660.25,0.004456902,0
13651,"02/15/15 10:34",22,28.865,180,639.5,0.004721645,0
2638,"02/04/15 7:57",20.675,24.34,411,538.75,0.003664625,1
2286,"02/04/15 2:05",20.7,25.1,0,500.25,0.003785608,0
2541,"02/06/15 12:10",21.7,20.39,567.5,805.5,0.003267184,1
3409,"02/07/15 2:38",19.89,18.89,0,431,0.002705218,0
776,"02/03/15 0:55",20.53333333,22.26,0,453.6666667,0.003320487,0
362,"02/02/15 18:01",22.39,24.754,416.2,771.8,0.004142684,1
2158,"02/03/15 23:57",20.89,24.89,0,551.5,0.003798181,0
1020,"02/05/15 10:50",22.06666667,26.35666667,453,1024,0.004326172,1
17620,"02/18/15 4:44",20.79,26.1,0,1484,0.003959409,0
10744,"02/13/15 10:08",22.79,24.7225,723.5,593,0.004239792,1
1535,"02/05/15 19:25",21.1,20.245,0,542.5,0.003126138,0
1616,"02/05/15 20:45",21.03333333,19.53333333,0,479.3333333,0.003003327,0
12140,"02/14/15 9:23",20,36.4,7,498.75,0.005270012,0
6968,"02/09/15 13:58",21.29,32.95,474.5,1129.5,0.00516445,1
13536,"02/15/15 8:39",20.2,30.4725,37,608,0.004461019,0
2571,"02/04/15 6:49",20.5,24.1,0,467,0.003589112,0
14677,"02/16/15 3:40",20.39,26.5,0,857,0.003921911,0
15338,"02/16/15 14:42",21.73,28.85666667,464,912.3333333,0.004642514,1
9863,"02/12/15 19:27",21.39,28.1,0,569,0.004426148,0
12947,"02/14/15 22:51",19.945,35.845,0,541.5,0.00517119,0
17309,"02/17/15 23:32",20.89,30.1,0,1197,0.004599099,0
14506,"02/16/15 0:49",20.29,28.79,0,790,0.00423671,0
15768,"02/16/15 21:52",20.35666667,30.13333333,0,726,0.004454245,0
14173,"02/15/15 19:17",20.39,32.79,0,653,0.004860084,0
15864,"02/16/15 23:28",20.2,30.5,0,721.5,0.004465074,0
4254,"02/07/15 16:44",20.79,20.15,14,441,0.003052356,0
13931,"02/15/15 15:15",21.7,31,77.5,651.25,0.004980887,0
7085,"02/09/15 15:55",21.96333333,38.09,444,1866.666667,0.006231699,1
